Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
155.5,4405.76
156,4118.67
156.5,6207.44
157,9048.74
157.5,8873.04
158,19434.6
158.5,20056.1
159,20296
159.5,11107.7
160,18417.1
160.5,7202.28
161,3914.24
161.5,0
162,0
162.5,0
163,0
163.5,0
164,0
164.5,0
165,0
165.5,0
166,0
166.5,0
167,0
167.5,0
168,0
168.5,0
169,0
169.5,0
170,0
170.5,0
171,0
171.5,0
172,0
172.5,0
173,0
173.5,0
174,0
174.5,0
175,0
175.5,0
176,4581.33
176.5,9065.8
177,9408.76
177.5,10930.2
178,12698.7
178.5,13110.6
179,12127.6
179.5,10537.2
180,11310.2
180.5,11297.9
181,11920
181.5,10890.8
182,10263
182.5,9753.92
183,5471.58
183.5,4949.43
184,2397.03
184.5,955.761
185,446.694
185.5,0
186,0
186.5,0
187,0
187.5,0
188,0
188.5,0
189,0
189.5,0
190,0
190.5,0
191,0
191.5,0
192,0
192.5,0
193,0
193.5,0
194,0
194.5,0
195,0
195.5,0
196,0
196.5,0
197,0
197.5,0
198,0
198.5,0
199,0
199.5,0
200,9747.16
200.5,15654.1
201,18811.1
201.5,20248.7
202,20817.2
202.5,20562.5
203,19865.8
203.5,19192.8
204,18596.3
204.5,18367.2
205,18536.8
205.5,19055
206,19676.6
206.5,20304.7
207,20593.6
207.5,20113.7
208,18922.5
208.5,16531.5
209,11520.4
209.5,0
210,0
210.5,0
211,0
211.5,0
212,0
212.5,0
213,0
213.5,0
214,0
214.5,0
215,0
215.5,0
216,0
216.5,0
217,0
217.5,0
218,0
218.5,0
219,0
219.5,0
220,0
220.5,0
221,0
221.5,0
222,0
222.5,0
223,0
223.5,0
224,9572.14
224.5,15404.9
225,18536.2
225.5,20001.9
226,20607.5
226.5,20345.9
227,19676.8
227.5,18985.5
228,18382
228.5,18070.5
229,18153.6
229.5,18575.1
230,19090.2
230.5,19681.4
231,19965.5
231.5,19654
232,18446.1
232.5,16435.6
233,11679.2
233.5,0
234,0
234.5,0
235,0
235.5,0
236,0
236.5,0
237,0
237.5,0
238,0
238.5,0
239,0
239.5,0
240,0
240.5,0
241,0
241.5,0
242,0
242.5,0
243,0
243.5,0
244,0
244.5,0
245,0
245.5,0
246,0
246.5,0
247,0
247.5,0
248,9116.58
248.5,14634.1
249,17569.4
249.5,13057.4
250,14806
250.5,12710
251,14369.5
251.5,14940.1
252,15004.3
252.5,9371.06
253,14270.1
253.5,15339
254,15530.3
254.5,15578.7
255,19084.4
255.5,18638.2
256,17521.7
256.5,15320.9
257,10739.6
257.5,0
258,0
258.5,0
259,0
259.5,0
260,0
260.5,0
261,0
261.5,0
262,0
262.5,0
263,0
263.5,0
264,0
264.5,0
265,0
265.5,0
266,0
266.5,0
267,0
267.5,0
268,0
268.5,0
269,0
269.5,0
270,0
270.5,0
271,0
271.5,0
272,8822.19
272.5,14308.9
273,17352.1
273.5,18835.8
274,19468.4
274.5,19316.8
275,18728.5
275.5,18018.7
276,17427.7
276.5,17141.9
277,17248.8
277.5,17692.2
278,18210.8
278.5,18735.7
279,18969.8
279.5,18513.1
280,17388.7
280.5,15196.3
281,12247
281.5,0
282,0
282.5,0
283,0
283.5,0
284,0
284.5,0
285,0
285.5,0
286,0
286.5,0
287,0
287.5,0
288,0
288.5,0
289,0
289.5,0
290,0
290.5,0
291,0
291.5,0
292,0
292.5,0
293,0
293.5,0
294,0
294.5,0
295,0
295.5,0
296,346.007
296.5,812.035
297,1540.59
297.5,14106.6
298,11264.2
298.5,14192.5
299,12293.8
299.5,9003.2
300,7114.83
300.5,10994
301,8755.65
301.5,6683.72
302,7494.12
302.5,11836.2
303,16052.7
303.5,11166.3
304,9235.4
304.5,72.3383
305,33.8303
305.5,0
306,0
306.5,0
307,0
307.5,0
308,0
308.5,0
309,0
309.5,0
310,0
310.5,0
311,0
311.5,0
312,0
312.5,0
313,0
313.5,0
314,0
314.5,0
315,0
315.5,0
316,0
316.5,0
317,0
317.5,0
318,0
318.5,0
319,0
319.5,0
320,33.0918
320.5,434.559
321,190.899
321.5,1378.23
322,130.051
322.5,170.7
323,1757.06
323.5,3598.44
324,1250.42
324.5,5984.7
325,3242.16
325.5,4189.77
326,2915.72
326.5,4256.52
327,2598.18
327.5,1271.92
328,328.314
328.5,1204.19
329,602.439
329.5,0
330,0
330.5,0
331,0
331.5,0
332,0
332.5,0
333,0
333.5,0
334,0
334.5,0
335,0
335.5,0
336,0
336.5,0
337,0
337.5,0
338,0
338.5,0
339,0
339.5,0
340,0
340.5,0
341,0
341.5,0
342,0
342.5,0
343,0
343.5,0
344,69.1867
344.5,189.758
345,691.307
345.5,436.652
346,372.709
346.5,1235.4
347,689.441
347.5,1322.13
348,871.339
348.5,837.609
349,901.218
349.5,611.132
350,516.412
350.5,1342.43
351,536.682
351.5,270.636
352,668.237
352.5,6970.76
353,4668.7
353.5,0
354,0
354.5,0
355,0
355.5,0
356,0
356.5,0
357,0
357.5,0
358,0
358.5,0
359,0
359.5,0
360,0
360.5,0
361,0
361.5,0
362,0
362.5,0
363,0
363.5,0
364,0
364.5,0
365,0
365.5,0
366,0
366.5,0
367,0
367.5,58.2467
368,2587.17
368.5,568.643
369,550.407
369.5,254.82
370,779.577
370.5,2058.1
371,5188.46
371.5,2967.79
372,2106.36
372.5,3180.38
373,5417.51
373.5,2273.04
374,6988.33
374.5,19123.4
375,19394.4
375.5,18988.7
376,17843.7
376.5,15626.2
377,12326.2
377.5,0
378,0
378.5,0
379,0
379.5,0
380,0
380.5,0
381,0
381.5,0
382,0
382.5,0
383,0
383.5,0
384,0
384.5,0
385,0
385.5,0
386,0
386.5,0
387,0
387.5,0
388,0
388.5,0
389,0
389.5,0
390,0
390.5,0
391,0
391.5,229.503
392,4627.58
392.5,7776.21
393,10302.2
393.5,10956
394,11923.5
394.5,11651
395,13984.9
395.5,14536.2
396,14402.6
396.5,13798.4
397,13808.3
397.5,13441.7
398,14421.5
398.5,13784.2
399,13930.6
399.5,15033.9
400,9104.85
400.5,2207.32
401,1184.41
401.5,0
402,0
402.5,0
403,0
403.5,0
404,0
404.5,0
405,0
405.5,0
406,0
406.5,0
407,0
407.5,0
408,0
408.5,0
409,0
409.5,0
410,0
410.5,0
411,0
411.5,0
412,0
412.5,0
413,0
413.5,0
414,0
414.5,0
415,0
415.5,691.985
416,8935.5
416.5,14237.4
417,6493.43
417.5,7757.76
418,5793.15
418.5,13989.8
419,13110.6
419.5,14174.4
420,14379.5
420.5,9597.59
421,1671.92
421.5,2710.95
422,11140
422.5,18651.4
423,18915.3
423.5,9313.18
424,4448.55
424.5,15288.8
425,12194.8
425.5,0
426,0
426.5,0
427,0
427.5,0
428,0
428.5,0
429,0
429.5,0
430,0
430.5,0
431,0
431.5,0
432,0
432.5,0
433,0
433.5,0
434,0
434.5,0
435,0
435.5,0
436,0
436.5,0
437,0
437.5,0
438,0
438.5,0
439,0
439.5,676.26
440,8608.42
440.5,13764.7
441,16703.2
441.5,5362.77
442,6198.45
442.5,6802.06
443,7402.84
443.5,3837.11
444,6188.51
444.5,7651.86
445,6187.18
445.5,8917.87
446,7325.79
446.5,18381.2
447,6934.63
447.5,18229.5
448,17173.1
448.5,15085.3
449,12014.3
449.5,0
450,0
450.5,0
451,0
451.5,0
452,0
452.5,0
453,0
453.5,0
454,0
454.5,0
455,0
455.5,0
456,0
456.5,0
457,0
457.5,0
458,0
458.5,0
459,0
459.5,0
460,0
460.5,0
461,0
461.5,0
462,0
462.5,0
463,0
463.5,31.3015
464,688.695
464.5,1382.89
465,2189.21
465.5,2951.44
466,1839.94
466.5,2186.28
467,3586.36
467.5,4090.85
468,7376.04
468.5,4406.15
469,4994.27
469.5,5644
470,5370.6
470.5,2134.54
471,797.298
471.5,6291.05
472,4348.71
472.5,2778.47
473,1455.19
473.5,0
474,0
474.5,0
475,0
475.5,0
476,0
476.5,0
477,0
477.5,0
478,0
478.5,0
479,0
479.5,0
480,0
480.5,0
481,0
481.5,0
482,0
482.5,0
483,0
483.5,0
484,0
484.5,0
485,0
485.5,0
486,0
486.5,0
487,0
487.5,877.384
488,9295.49
488.5,14559
489,17488.6
489.5,18896.4
490,19478.9
490.5,19394.3
491,18887.6
491.5,18259.9
492,17824.4
492.5,17553.6
493,17635.9
493.5,17937.3
494,18462.5
494.5,18963.4
495,19239.8
495.5,18869
496,17772.5
496.5,15884.7
497,12889
497.5,0
498,0
498.5,0
499,0
499.5,0
500,0
500.5,0
501,0
501.5,0
502,0
502.5,0
503,0
503.5,0
504,0
504.5,0
505,0
505.5,0
506,0
506.5,0
507,0
507.5,0
508,0
508.5,0
509,0
509.5,0
510,0
510.5,0
511,0
511.5,918.531
512,9285.01
512.5,14508
513,17440.5
513.5,18870.4
514,19526.6
514.5,19479.4
515,18980.8
515.5,18476.5
516,18002.2
516.5,17738.8
517,17863.8
517.5,18228.5
518,18774.7
518.5,19355.8
519,19734
519.5,19476.7
520,18375.1
520.5,16423.9
521,13331.9
521.5,0
522,0
522.5,0
523,0
523.5,0
524,0
524.5,0
525,0
525.5,0
526,0
526.5,0
527,0
527.5,0
528,0
528.5,0
529,0
529.5,0
530,0
530.5,0
531,0
531.5,0
532,0
532.5,0
533,0
533.5,0
534,0
534.5,0
535,0
535.5,0
536,0
536.5,933.597
537,583.414
537.5,1392.22
538,1882.49
538.5,2550.25
539,5091.36
539.5,5269.84
540,6921.91
540.5,8517.38
541,8486.32
541.5,10140.3
542,11520.7
542.5,6090.38
543,11306.2
543.5,1666.2
544,3342.2
544.5,1176.83
545,657.78
545.5,229.137
546,0
546.5,0
547,0
547.5,0
548,0
548.5,0
549,0
549.5,0
550,0
550.5,0
551,0
551.5,0
552,0
552.5,0
553,0
553.5,0
554,0
554.5,0
555,0
555.5,0
556,0
556.5,0
557,0
557.5,0
558,0
558.5,0
559,0
559.5,1170.76
560,10199.6
560.5,15782.8
561,18945.5
561.5,20527
562,21261.2
562.5,21133.3
563,20574.9
563.5,19869.1
564,19401.5
564.5,19108.2
565,19170.5
565.5,19516.9
566,19957.2
566.5,20597.8
567,20917.5
567.5,13678.3
568,19417.8
568.5,17459
569,14275.2
569.5,6870.52
570,0
570.5,0
571,0
571.5,0
572,0
572.5,0
573,0
573.5,0
574,0
574.5,0
575,0
575.5,0
576,0
576.5,0
577,0
577.5,0
578,0
578.5,0
579,0
579.5,0
580,0
580.5,0
581,0
581.5,0
582,0
582.5,0
583,0
583.5,1258.6
584,10007.9
584.5,15058.8
585,17721.9
585.5,19173.4
586,19849.9
586.5,19823.9
587,19385.6
587.5,18810.1
588,18455.2
588.5,18245.7
589,18354.8
589.5,18720
590,19290.8
590.5,19802.5
591,20143.9
591.5,19816.1
592,18746
592.5,11402.9
593,8542.84
593.5,2293.83
594,0
594.5,0
595,0
595.5,0
596,0
596.5,0
597,0
597.5,0
598,0
598.5,0
599,0
599.5,0
600,0
600.5,0
601,0
601.5,0
602,0
602.5,0
603,0
603.5,0
604,0
604.5,0
605,0
605.5,0
606,0
606.5,0
607,0
607.5,1324.82
608,10187.7
608.5,15469.8
609,18412.8
609.5,19859.4
610,20511.3
610.5,20371.4
611,19794.8
611.5,19142.4
612,18685.4
612.5,18413.6
613,18478.8
613.5,18804.8
614,19326.7
614.5,19894.3
615,20270
615.5,20024
616,18993.6
616.5,17217.4
617,14136.7
617.5,7093.06
618,0
618.5,0
619,0
619.5,0
620,0
620.5,0
621,0
621.5,0
622,0
622.5,0
623,0
623.5,0
624,0
624.5,0
625,0
625.5,0
626,0
626.5,0
627,0
627.5,0
628,0
628.5,0
629,0
629.5,0
630,0
630.5,0
631,0
631.5,34.0576
632,417.685
632.5,910.265
633,1079.4
633.5,1049.31
634,361.037
634.5,1909.58
635,2122.12
635.5,1643.84
636,2969.6
636.5,4534.81
637,4791.19
637.5,5063.34
638,5073.81
638.5,5292.33
639,3167.15
639.5,5688.9
640,8568.63
640.5,6014.59
641,4080.31
641.5,1176.19
642,0
642.5,0
643,0
643.5,0
644,0
644.5,0
645,0
645.5,0
646,0
646.5,0
647,0
647.5,0
648,0
648.5,0
649,0
649.5,0
650,0
650.5,0
651,0
651.5,0
652,0
652.5,0
653,0
653.5,0
654,0
654.5,0
655,0
655.5,20.4282
656,335.467
656.5,205.319
657,70.4527
657.5,283.19
658,10424.8
658.5,4115.3
659,3297.04
659.5,1063.05
660,5976.03
660.5,3813.18
661,2659.2
661.5,1625.93
662,969.263
662.5,3490.72
663,3892.27
663.5,4536.66
664,3050.49
664.5,2691.21
665,1572.37
665.5,608.545
666,0
666.5,0
667,0
667.5,0
668,0
668.5,0
669,0
669.5,0
670,0
670.5,0
671,0
671.5,0
672,0
672.5,0
673,0
673.5,0
674,0
674.5,0
675,0
675.5,0
676,0
676.5,0
677,0
677.5,0
678,0
678.5,0
679,0
679.5,0
680,50.0273
680.5,367.541
681,188.941
681.5,352.542
682,499.657
682.5,467.239
683,979.305
683.5,1098.15
684,4478.11
684.5,3349.27
685,3346.83
685.5,4174.27
686,7153.81
686.5,9350.69
687,9660.44
687.5,11867
688,4789.72
688.5,597.162
689,338.349
689.5,137.26
690,0
690.5,0
691,0
691.5,0
692,0
692.5,0
693,0
693.5,0
694,0
694.5,0
695,0
695.5,0
696,0
696.5,0
697,0
697.5,0
698,0
698.5,0
699,0
699.5,0
700,0
700.5,0
701,0
701.5,0
702,0
702.5,0
703,0
703.5,24.2328
704,276.629
704.5,608.167
705,918.153
705.5,2762.65
706,6785.64
706.5,5691.42
707,13988.6
707.5,9999.37
708,13969.5
708.5,13344.5
709,13370.5
709.5,13529.9
710,14382.5
710.5,13165.4
711,12750.6
711.5,6442.53
712,4152.84
712.5,1805.48
713,1602.52
713.5,8750.89
714,0
714.5,0
715,0
715.5,0
716,0
716.5,0
717,0
717.5,0
718,0
718.5,0
719,0
719.5,0
720,0
720.5,0
721,0
721.5,0
722,0
722.5,0
723,0
723.5,0
724,0
724.5,0
725,0
725.5,0
726,0
726.5,0
727,0
727.5,24.3308
728,215.655
728.5,456.281
729,941.097
729.5,1269.78
730,1550.45
730.5,2192.82
731,3394.17
731.5,2767.26
732,1716.32
732.5,2259.16
733,2210.95
733.5,2480.65
734,1975.36
734.5,2355.77
735,1361.16
735.5,11337.3
736,2657.24
736.5,175.652
737,1431.05
737.5,542.149
738,0
738.5,0
739,0
739.5,0
740,0
740.5,0
741,0
741.5,0
742,0
742.5,0
743,0
743.5,0
744,0
744.5,0
745,0
745.5,0
746,0
746.5,0
747,0
747.5,0
748,0
748.5,0
749,0
749.5,0
750,0
750.5,0
751,0
751.5,0
752,35.4312
752.5,135.006
753,74.8757
753.5,1715.71
754,397.704
754.5,487.178
755,1589.02
755.5,6626.15
756,10819.6
756.5,10833.6
757,7967.99
757.5,1748.33
758,1562.92
758.5,3346.87
759,5927.66
759.5,745.333
760,1418.65
760.5,584.449
761,665.688
761.5,7463.09
762,0
762.5,0
763,0
763.5,0
764,0
764.5,0
765,0
765.5,0
766,0
766.5,0
767,0
767.5,0
768,0
768.5,0
769,0
769.5,0
770,0
770.5,0
771,0
771.5,0
772,0
772.5,0
773,0
773.5,0
774,0
774.5,0
775,0
775.5,0
776,168.261
776.5,355.947
777,438.54
777.5,1574
778,1214.44
778.5,3715.13
779,265.75
779.5,5968.16
780,6334.01
780.5,3415.06
781,3721.49
781.5,6427.53
782,3597.69
782.5,8737.35
783,5099.82
783.5,1242.93
784,2706.06
784.5,1215.3
785,4598.69
785.5,1319.84
786,0
786.5,0
787,0
787.5,0
788,0
788.5,0
789,0
789.5,0
790,0
790.5,0
791,0
791.5,0
792,0
792.5,0
793,0
793.5,0
794,0
794.5,0
795,0
795.5,0
796,0
796.5,0
797,0
797.5,0
798,0
798.5,0
799,0
799.5,0
800,247.724
800.5,172.255
801,546.18
801.5,1748.56
802,1464.18
802.5,6863.68
803,10354.3
803.5,10976.5
804,6508.47
804.5,2646.54
805,2195.71
805.5,3081.53
806,2237.65
806.5,1810.6
807,1460.06
807.5,1075.38
808,821.352
808.5,524.109
809,457.131
809.5,178.803
810,0
810.5,0
811,0
811.5,0
812,0
812.5,0
813,0
813.5,0
814,0
814.5,0
815,0
815.5,0
816,0
816.5,0
817,0
817.5,0
818,0
818.5,0
819,0
819.5,0
820,0
820.5,0
821,0
821.5,0
822,0
822.5,0
823,0
823.5,0
824,206.39
824.5,171.199
825,480.409
825.5,520.138
826,496.529
826.5,1218.03
827,667.103
827.5,1077.08
828,1261.19
828.5,1817.92
829,1883.78
829.5,1076.6
830,1296.53
830.5,1713.72
831,1476.62
831.5,1288.97
832,1209.27
832.5,758.466
833,562.813
833.5,237.751
834,0
834.5,0
835,0
835.5,0
836,0
836.5,0
837,0
837.5,0
838,0
838.5,0
839,0
839.5,0
840,0
840.5,0
841,0
841.5,0
842,0
842.5,0
843,0
843.5,0
844,0
844.5,0
845,0
845.5,0
846,0
846.5,0
847,0
847.5,611.775
848,3985.37
848.5,6205.68
849,818.45
849.5,1068.45
850,3434.07
850.5,5497.29
851,7731.63
851.5,7354.58
852,6544.45
852.5,5518.94
853,4436.63
853.5,5718.81
854,4263.84
854.5,7495.45
855,6507.1
855.5,2709.85
856,1188.74
856.5,747.361
857,809.67
857.5,352.882
858,0
858.5,0
859,0
859.5,0
860,0
860.5,0
861,0
861.5,0
862,0
862.5,0
863,0
863.5,0
864,0
864.5,0
865,0
865.5,0
866,0
866.5,0
867,0
867.5,0
868,0
868.5,0
869,0
869.5,0
870,0
870.5,0
871,0
871.5,3016.97
872,11479.6
872.5,16404.8
873,19279.4
873.5,20888.3
874,21450.6
874.5,21347.5
875,20870.4
875.5,20338.2
876,19880.4
876.5,19586.8
877,19627.4
877.5,19939
878,20336.7
878.5,20801.6
879,21112
879.5,20853
880,19989.6
880.5,18075.1
881,14912.4
881.5,9022.64
882,0
882.5,0
883,0
883.5,0
884,0
884.5,0
885,0
885.5,0
886,0
886.5,0
887,0
887.5,0
888,0
888.5,0
889,0
889.5,0
890,0
890.5,0
891,0
891.5,0
892,0
892.5,0
893,0
893.5,0
894,0
894.5,0
895,0
895.5,0
896,192.403
896.5,403.907
897,614.546
897.5,757.702
898,1221.14
898.5,4863.72
899,3257.9
899.5,3643.61
900,2997.96
900.5,7340.74
901,5075.94
901.5,8697.87
902,11226.6
902.5,7627.09
903,3261
903.5,951.425
904,2164.44
904.5,644.295
905,392.31
905.5,8938.4
906,0
906.5,0
907,0
907.5,0
908,0
908.5,0
909,0
909.5,0
910,0
910.5,0
911,0
911.5,0
912,0
912.5,0
913,0
913.5,0
914,0
914.5,0
915,0
915.5,0
916,0
916.5,0
917,0
917.5,0
918,0
918.5,0
919,0
919.5,713.274
920,3922.68
920.5,2660.25
921,4216.15
921.5,5260.55
922,8101.35
922.5,8798.87
923,9341
923.5,9808.63
924,6007.09
924.5,3729.71
925,2351.62
925.5,3409.73
926,2218.03
926.5,527.081
927,20311.3
927.5,4960.53
928,833.184
928.5,2140.73
929,1996.88
929.5,849.154
930,0
930.5,0
931,0
931.5,0
932,0
932.5,0
933,0
933.5,0
934,0
934.5,0
935,0
935.5,0
936,0
936.5,0
937,0
937.5,0
938,0
938.5,0
939,0
939.5,0
940,0
940.5,0
941,0
941.5,0
942,0
942.5,0
943,0
943.5,3541.72
944,12276.3
944.5,17358.6
945,20410.9
945.5,22169.3
946,22823.2
946.5,22800.2
947,22398.2
947.5,21887.7
948,21451.6
948.5,21157.7
949,21209.5
949.5,21552.3
950,21982.3
950.5,22464.7
951,22808.1
951.5,22542.2
952,21648.5
952.5,9580.24
953,16257.8
953.5,10197.8
954,0
954.5,0
955,0
955.5,0
956,0
956.5,0
957,0
957.5,0
958,0
958.5,0
959,0
959.5,0
960,0
960.5,0
961,0
961.5,0
962,0
962.5,0
963,0
963.5,0
964,0
964.5,0
965,0
965.5,0
966,0
966.5,0
967,0
967.5,828.356
968,4166.29
968.5,6557.46
969,11624.8
969.5,10767.9
970,5460.48
970.5,13391.8
971,8648.14
971.5,9132.58
972,7917.3
972.5,4004.08
973,1595.31
973.5,3706.22
974,6531.65
974.5,3981.33
975,1412.95
975.5,2033.85
976,3008.73
976.5,1258.69
977,3876.92
977.5,1396.73
978,0
978.5,0
979,0
979.5,0
980,0
980.5,0
981,0
981.5,0
982,0
982.5,0
983,0
983.5,0
984,0
984.5,0
985,0
985.5,0
986,0
986.5,0
987,0
987.5,0
988,0
988.5,0
989,0
989.5,0
990,0
990.5,0
991,0
991.5,0
992,35.5391
992.5,175.55
993,216.556
993.5,339.996
994,400.823
994.5,324.777
995,844.401
995.5,832.536
996,1513.14
996.5,1333.79
997,843.872
997.5,1144.68
998,769.949
998.5,1355.02
999,296.139
999.5,1135.13
1000,1343.56
1000.5,2117.72
1001,3215.05
1001.5,1240.53
1002,0
1002.5,0
1003,0
1003.5,0
1004,0
1004.5,0
1005,0
1005.5,0
1006,0
1006.5,0
1007,0
1007.5,0
1008,0
1008.5,0
1009,0
1009.5,0
1010,0
1010.5,0
1011,0
1011.5,0
1012,0
1012.5,0
1013,0
1013.5,0
1014,0
1014.5,0
1015,0
1015.5,95.4187
1016,534.319
1016.5,1005.51
1017,1382.92
1017.5,1804.17
1018,1518.54
1018.5,2592.75
1019,2633.26
1019.5,2965.17
1020,2009.06
1020.5,1701.89
1021,2650.69
1021.5,2773.15
1022,3495.27
1022.5,3222.2
1023,1380.42
1023.5,1227.57
1024,1235.88
1024.5,645.883
1025,472
1025.5,10760.4
1026,0
1026.5,0
1027,0
1027.5,0
1028,0
1028.5,0
1029,0
1029.5,0
1030,0
1030.5,0
1031,0
1031.5,0
1032,0
1032.5,0
1033,0
1033.5,0
1034,0
1034.5,0
1035,0
1035.5,0
1036,0
1036.5,0
1037,0
1037.5,0
1038,0
1038.5,0
1039,0
1039.5,5250.06
1040,136.383
1040.5,263.346
1041,736.56
1041.5,945.639
1042,1993.9
1042.5,3448.49
1043,5158.11
1043.5,7165.66
1044,7294.92
1044.5,8008.61
1045,11638.1
1045.5,16374.5
1046,21344.4
1046.5,21721.2
1047,21994
1047.5,21782.9
1048,20931.2
1048.5,19153.4
1049,16114.2
1049.5,10508.5
1050,0
1050.5,0
1051,0
1051.5,0
1052,0
1052.5,0
1053,0
1053.5,0
1054,0
1054.5,0
1055,0
1055.5,0
1056,0
1056.5,0
1057,0
1057.5,0
1058,0
1058.5,0
1059,0
1059.5,0
1060,0
1060.5,0
1061,0
1061.5,0
1062,0
1062.5,0
1063,0
1063.5,5300.81
1064,12569.6
1064.5,9635.97
1065,11786.8
1065.5,21100.2
1066,21640.9
1066.5,21484.3
1067,21040.2
1067.5,20547
1068,7774.7
1068.5,4555.58
1069,10712.6
1069.5,9502.22
1070,20292.1
1070.5,20639.1
1071,20829.9
1071.5,20707.4
1072,19987.3
1072.5,187.33
1073,188.226
1073.5,9977
1074,0
1074.5,0
1075,0
1075.5,0
1076,0
1076.5,0
1077,0
1077.5,0
1078,0
1078.5,0
1079,0
1079.5,0
1080,0
1080.5,0
1081,0
1081.5,0
1082,0
1082.5,0
1083,0
1083.5,0
1084,0
1084.5,0
1085,0
1085.5,0
1086,0
1086.5,0
1087,0
1087.5,6431.23
1088,14122.1
1088.5,18947.1
1089,21824.8
1089.5,23418
1090,23907.3
1090.5,23785.3
1091,23352.3
1091.5,22850
1092,22367.1
1092.5,22143.5
1093,22218
1093.5,22594.9
1094,23058.9
1094.5,23520.9
1095,23895.7
1095.5,23716.9
1096,22863.9
1096.5,20937.7
1097,17773.3
1097.5,13677.6
1098,0
1098.5,0
1099,0
1099.5,0
1100,0
1100.5,0
1101,0
1101.5,0
1102,0
1102.5,0
1103,0
1103.5,0
1104,0
1104.5,0
1105,0
1105.5,0
1106,0
1106.5,0
1107,0
1107.5,0
1108,0
1108.5,0
1109,0
1109.5,0
1110,0
1110.5,0
1111,0
1111.5,6780.27
1112,14010.8
1112.5,18561.8
1113,21107.6
1113.5,22493.7
1114,23137.2
1114.5,23067
